"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","PubMed ID","Document Type","Publication Stage","Open Access","Source"
"Márquez-Grajales, A.; Acosta-Mesa, H.G.; Mezura-Montes, E.; Hernández-Jiménez, R.; Pérez-Castro, N.; Aguilar-Justo, A.E.; Salas-Martínez, F.","Márquez-Grajales, Aldo (57192819380); Acosta-Mesa, Héctor Gabriel (8721041800); Mezura-Montes, Efrén (8320266200); Hernández-Jiménez, Rodolfo (16042318200); Pérez-Castro, Nancy (55642590500); Aguilar-Justo, Adán Enrique (56562964200); Salas-Martínez, Fernando (57219149474)","57192819380; 8721041800; 8320266200; 16042318200; 55642590500; 56562964200; 57219149474","Classification of colposcopic images using a multi-breakpoints discretization approach on temporal patterns","2021","Biomedical Signal Processing and Control","2","10.1016/j.bspc.2021.102918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109459383&doi=10.1016%2Fj.bspc.2021.102918&partnerID=40&md5=86e8c34269b06b277b58381f17b58ece","Cervical cancer represents the fourth cause of death in women worldwide. One of the efforts to decrease this mortality has focused on implementing automatic tools for supporting the experts in diagnosing this illness. In this work, eMODiTS was implemented to explore its performance in this particular domain. A comparison among the most used symbolic discretization (EP, SAX, αSAX, ESAX, ESAXKMeans, 1D-SAX, rSAX, and TD4C) methods and the well-known machine learning algorithms (kNN with k = 1,5,7, SVM, J48, and MLP) was done to analyze the eMODiTS performance. Results suggest that eMODiST outperforms most of the symbolic discretization methods concerning the statistical test results; only the results of the 1D-SAX algorithm do not present a significant statistical difference compared with eMODiTS. Although our proposal results are comparable with 1D-SAX, eMODiTS achieves these results with a more compressed data version. Concerning the comparison of machine learning-based methods, MLP outperforms eMODiTS. However, the classification performance and the ability to detect truly healthy and non-diseased cases are not sacrificed by eMODiTS. Moreover, the colposcopist validated the classification results confirming that the algorithm matched the real valorization. Finally, eMODiTS provides a visual tool for making decisions by experts about cervical cancer detection in the early stages. © 2021 Elsevier Ltd","","Article","Final","","Scopus"
"Kaushik, M.; Joshi, R.C.; Kushwah, A.S.; Gupta, M.K.; Banerjee, M.; Burget, R.; Dutta, M.K.","Kaushik, Manoj (57220866388); Joshi, Rakesh Chandra (57209278216); Kushwah, Atar Singh (57208923939); Gupta, Maneesh Kumar (55863218000); Banerjee, Monisha (7201743813); Burget, Radim (23011250200); Dutta, Malay Kishore (35291803600)","57220866388; 57209278216; 57208923939; 55863218000; 7201743813; 23011250200; 35291803600","Cytokine gene variants and socio-demographic characteristics as predictors of cervical cancer: A machine learning approach","2021","Computers in Biology and Medicine","35","10.1016/j.compbiomed.2021.104559","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107945058&doi=10.1016%2Fj.compbiomed.2021.104559&partnerID=40&md5=630d78c59dd51566d2df02e046192da9","Cervical cancer is still one of the most prevalent cancers in women and a significant cause of mortality. Cytokine gene variants and socio-demographic characteristics have been reported as biomarkers for determining the cervical cancer risk in the Indian population. This study was designed to apply a machine learning-based model using these risk factors for better prognosis and prediction of cervical cancer. This study includes the dataset of cytokine gene variants, clinical and socio-demographic characteristics of normal healthy control subjects, and cervical cancer cases. Different risk factors, including demographic details and cytokine gene variants, were analysed using different machine learning approaches. Various statistical parameters were used for evaluating the proposed method. After multi-step data processing and random splitting of the dataset, machine learning methods were applied and evaluated with 5-fold cross-validation and also tested on the unseen data records of a collected dataset for proper evaluation and analysis. The proposed approaches were verified after analysing various performance metrics. The logistic regression technique achieved the highest average accuracy of 82.25% and the highest average F1-score of 82.58% among all the methods. Ridge classifiers and the Gaussian Naïve Bayes classifier achieved the highest sensitivity—85%. The ridge classifier surpasses most of the machine learning classifiers with 84.78% accuracy and 97.83% sensitivity. The risk factors analysed in this study can be taken as biomarkers in developing a cervical cancer diagnosis system. The outcomes demonstrate that the machine learning assisted analysis of cytokine gene variants and socio-demographic characteristics can be utilised effectively for predicting the risk of developing cervical cancer. © 2021 Elsevier Ltd","34147008","Article","Final","","Scopus"
"Chai, H.; Zhou, X.; Zhang, Z.; Rao, J.; Zhao, H.; Yang, Y.","Chai, Hua (56366190300); Zhou, Xiang (56459152900); Zhang, Zhongyue (57212875933); Rao, Jiahua (57212872961); Zhao, Huiying (57201347503); Yang, Yuedong (8439078900)","56366190300; 56459152900; 57212875933; 57212872961; 57201347503; 8439078900","Integrating multi-omics data through deep learning for accurate cancer prognosis prediction","2021","Computers in Biology and Medicine","140","10.1016/j.compbiomed.2021.104481","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105583325&doi=10.1016%2Fj.compbiomed.2021.104481&partnerID=40&md5=fab8af6f299f1b5d1f9d168c41a10e24","Background: Genomic information is nowadays widely used for precise cancer treatments. Since the individual type of omics data only represents a single view that suffers from data noise and bias, multiple types of omics data are required for accurate cancer prognosis prediction. However, it is challenging to effectively integrate multi-omics data due to the large number of redundant variables but relatively small sample size. With the recent progress in deep learning techniques, Autoencoder was used to integrate multi-omics data for extracting representative features. Nevertheless, the generated model is fragile from data noises. Additionally, previous studies usually focused on individual cancer types without making comprehensive tests on pan-cancer. Here, we employed the denoising Autoencoder to get a robust representation of the multi-omics data, and then used the learned representative features to estimate patients’ risks. Results: By applying to 15 cancers from The Cancer Genome Atlas (TCGA), our method was shown to improve the C-index values over previous methods by 6.5% on average. Considering the difficulty to obtain multi-omics data in practice, we further used only mRNA data to fit the estimated risks by training XGboost models, and found the models could achieve an average C-index value of 0.627. As a case study, the breast cancer prognosis prediction model was independently tested on three datasets from the Gene Expression Omnibus (GEO), and shown able to significantly separate high-risk patients from low-risk ones (C-index>0.6, p-values<0.05). Based on the risk subgroups divided by our method, we identified nine prognostic markers highly associated with breast cancer, among which seven genes have been proved by literature review. Conclusion: Our comprehensive tests indicated that we have constructed an accurate and robust framework to integrate multi-omics data for cancer prognosis prediction. Moreover, it is an effective way to discover cancer prognosis-related genes. © 2021","33989895","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Li, Y.; Liu, Z.-H.; Xue, P.; Chen, J.; Ma, K.; Qian, T.; Zheng, Y.; Qiao, Y.-L.","Li, Yuexiang (57192647725); Liu, Zhihua (36652720100); Xue, Peng (57195514756); Chen, Jiawei (57189235766); Ma, Kai (57216331738); Qian, Tianyi (56421599600); Zheng, Yefeng (8062522600); Qiao, Youlin (7202252888)","57192647725; 36652720100; 57195514756; 57189235766; 57216331738; 56421599600; 8062522600; 7202252888","GRAND: A large-scale dataset and benchmark for cervical intraepithelial Neoplasia grading with fine-grained lesion description","2021","Medical Image Analysis","20","10.1016/j.media.2021.102006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102030443&doi=10.1016%2Fj.media.2021.102006&partnerID=40&md5=1b17e08217a7ce780af918b05080e112","Cervical cancer causes the fourth most cancer-related deaths of women worldwide. Early detection of cervical intraepithelial neoplasia (CIN) can significantly increase the survival rate of patients. World Health Organization (WHO) divided the CIN into three grades (CIN1, CIN2 and CIN3). In clinical practice, different CIN grades require different treatments. Although existing studies proposed computer aided diagnosis (CAD) systems for cervical cancer diagnosis, most of them are fail to perform accurate separation between CIN1 and CIN2/3, due to the similar appearances under colposcopy. To boost the accuracy of CAD systems, we construct a colposcopic image dataset for GRAding cervical intraepithelial Neoplasia with fine-grained lesion Description (GRAND). The dataset consists of colposcopic images collected from 8,604 patients along with the pathological reports. Additionally, we invite the experienced colposcopist to annotate two main clues, which are usually adopted for clinical diagnosis of CIN grade, i.e., texture of acetowhite epithelium (TAE) and appearance of blood vessel (ABV). A multi-rater model using the annotated clues is benchmarked for our dataset. The proposed framework contains several sub-networks (raters) to exploit the fine-grained lesion features TAE and ABV, respectively, by contrastive learning and a backbone network to extract the global information from colposcopic images. A comprehensive experiment is conducted on our GRAND dataset. The experimental results demonstrate the benefit of using additional lesion descriptions (TAE and ABV), which increases the CIN grading accuracy by over 10%. Furthermore, we conduct a human-machine confrontation to evaluate the potential of the proposed benchmark framework for clinical applications. Particularly, three colposcopists on different professional levels (intern, in-service and professional) are invited to compete with our benchmark framework by investigating a same extra test set—our framework achieves a comparable CIN grading accuracy to that of a professional colposcopist. © 2021 Elsevier B.V.","33690025","Article","Final","","Scopus"
"Nikookar, E.; Naderi, E.; Rahnavard, A.","Nikookar, Elham (55662182100); Naderi, Ebrahim (57208674714); Rahnavard, Ali (57219796953)","55662182100; 57208674714; 57219796953","Cervical cancer prediction by merging features of different colposcopic images and using ensemble classifier","2021","Journal of Medical Signals and Sensors","11","10.4103/jmss.JMSS_16_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107592028&doi=10.4103%2Fjmss.JMSS_16_20&partnerID=40&md5=ae9de974372a554d039aab2b9963b570","Background: Cervical cancer is a significant cause of cancer mortality in women, particularly in low-income countries. In regular cervical screening methods, such as colposcopy, an image is taken from the cervix of a patient. The particular image can be used by computer-aided diagnosis (CAD) systems that are trained using artificial intelligence algorithms to predict the possibility of cervical cancer. Artificial intelligence models had been highlighted in a number of cervical cancer studies. However, there are a limited number of studies that investigate the simultaneous use of three colposcopic screening modalities including Greenlight, Hinselmann, and Schiller. Methods: We propose a cervical cancer predictor model which incorporates the result of different classification algorithms and ensemble classifiers. Our approach merges features of different colposcopic images of a patient. The feature vector of each image includes semantic medical features, subjective judgments, and a consensus. The class label of each sample is calculated using an aggregation function on expert judgments and consensuses. Results: We investigated different aggregation strategies to find the best formula for aggregation function and then we evaluated our method using the quality assessment of digital colposcopies dataset, and our approach performance with 96% of sensitivity and 94% of specificity values yields a significant improvement in the field. Conclusion: Our model can be used as a supportive clinical decision-making strategy by giving more reliable information to the clinical decision makers. Our proposed model also is more applicable in cervical cancer CAD systems compared to the available methods. &copy; 2021 Journal of Medical Signals and Sensors | Published by Wolters Kluwer-Medknow. © 2021 Isfahan University of Medical Sciences(IUMS). All rights reserved.","","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus"
"Li, Y.; Chen, J.; Xue, P.; Tang, C.; Chang, J.; Chu, C.; Ma, K.; Li, Q.; Zheng, Y.; Qiao, Y.-L.","Li, Yuexiang (57192647725); Chen, Jiawei (57189235766); Xue, Peng (57195514756); Tang, Chao (57219719193); Chang, Jia (57203763865); Chu, Chunyan (57219437856); Ma, Kai (57216331738); Li, Qing (57221243565); Zheng, Yefeng (8062522600); Qiao, Youlin (7202252888)","57192647725; 57189235766; 57195514756; 57219719193; 57203763865; 57219437856; 57216331738; 57221243565; 8062522600; 7202252888","Computer-Aided Cervical Cancer Diagnosis Using Time-Lapsed Colposcopic Images","2020","IEEE Transactions on Medical Imaging","110","10.1109/TMI.2020.2994778","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094933288&doi=10.1109%2FTMI.2020.2994778&partnerID=40&md5=09d4000541291e84f82d140e6a7b462e","— Cervical cancer causes the fourth most cancer-related deaths of women worldwide. Early detection of cervical intraepithelial neoplasia (CIN) can significantly increase the survival rate of patients. In this paper, we propose a deep learning framework for the accurate identification of LSIL+ (including CIN and cervical cancer) using time-lapsed colposcopic images. The proposed framework involves two main components, i.e., key-frame feature encoding networks and feature fusion network. The features of the original (pre-acetic-acid) image and the colposcopic images captured at around 60s, 90s, 120s and 150s during the acetic acid test are encoded by the feature encoding networks. Several fusion approaches are compared, all of which outperform the existing automated cervical cancer diagnosis systems using a single time slot. A graph convolutional network with edge features (E-GCN) is found to be the most suitable fusion approach in our study, due to its excellent explainability consistent with the clinical practice. A large-scale dataset, containing time-lapsed colposcopic images from 7,668 patients, is collected from the collaborative hospital to train and validate our deep learning framework. Colposcopists are invited to compete with our computer-aided diagnosis system. The proposed deep learning framework achieves a classification accuracy of 78.33%—comparable to that of an in-service colposcopist—which demonstrates its potential to provide assistance in the realistic clinical scenario. © 2020 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.","32406830","Article","Final","","Scopus"
"Conceição, T.; Braga, C.; Rosado, L.; Vasconcelos, M.J.M.","Conceição, Teresa (57202573308); Braga, Cristiana (57205425949); Rosado, L. (35604588400); Vasconcelos, Maria João M. (7006465041)","57202573308; 57205425949; 35604588400; 7006465041","A review of computational methods for cervical cells segmentation and abnormality classification","2019","International Journal of Molecular Sciences","57","10.3390/ijms20205114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073437004&doi=10.3390%2Fijms20205114&partnerID=40&md5=3a511457b800374813a4eeee63d7b9e0","Cervical cancer is the one of the most common cancers in women worldwide, affecting around 570,000 new patients each year. Although there have been great improvements over the years, current screening procedures can still suffer from long and tedious workflows and ambiguities. The increasing interest in the development of computer-aided solutions for cervical cancer screening is to aid with these common practical difficulties, which are especially frequent in the low-income countries where most deaths caused by cervical cancer occur. In this review, an overview of the disease and its current screening procedures is firstly introduced. Furthermore, an in-depth analysis of the most relevant computational methods available on the literature for cervical cells analysis is presented. Particularly, this work focuses on topics related to automated quality assessment, segmentation and classification, including an extensive literature review and respective critical discussion. Since the major goal of this timely review is to support the development of new automated tools that can facilitate cervical screening procedures, this work also provides some considerations regarding the next generation of computer-aided diagnosis systems and future research directions. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.","31618951","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Zhang, J.; Liu, Z.; Du, B.; He, J.; Li, G.; Chen, D.","Zhang, Jianwei (57211379130); Liu, Zhenmei (57208273797); Du, Bohai (57208276084); He, Junting (57208273723); Li, Guanzhao (57208272685); Chen, Danni (57201087337)","57211379130; 57208273797; 57208276084; 57208273723; 57208272685; 57201087337","Binary tree-like network with two-path Fusion Attention Feature for cervical cell nucleus segmentation","2019","Computers in Biology and Medicine","34","10.1016/j.compbiomed.2019.03.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064325847&doi=10.1016%2Fj.compbiomed.2019.03.011&partnerID=40&md5=cc2be49384d63e32da12313edede2b56","Early detection of cervical lesion is of great significance in reducing mortality from cervical cancer, and segmentation of cervical cell nuclei plays an important role in screening for cervical lesion. Compared with traditional algorithms, several deep learning methods can improve the segmentation; however, due to blurred boundaries and complex gradients of medical images, the segmentation remains unsatisfactory. In addition, the existing datasets used by cervical cell nucleus segmentation research are lacking in terms of both quantity and diversity, so methods based on those datasets cannot effectively cope with challenging cases. This paper releases a new cervical cell dataset and proposes a network named Binary Tree-like Network with Two-path Fusion Attention Feature (BTTFA). The simplified diagram of BTTFA is similar to a binary tree structure and combines ResNeXt's last four layers of information by integrating adjacent pairs of layers each time; therefore, the information of multilayers can be fully integrated, and the information lost by the pooling layers can be recovered. BTTFA also applies a two-path fusion attention to selectively utilize information close to the root nodes, thereby taking full advantage of low-level detail and high-level semantic information and selectively emphasizing important features while suppressing less useful ones. Meanwhile, at some nodes of the binary tree-like network, focal loss is imposed to calculate the loss between the ground truth and the feature map during the training process. Experiments demonstrate that BTTFA performs better than the existing technology on our dataset and another public dataset. © 2019 Elsevier Ltd","31005797","Article","Final","","Scopus"
"Martinez, E.Z.; Achcar, J.A.","Martinez, Edson Zangiacomi (7401466366); Achcar, J. A. (6701601354)","7401466366; 6701601354","Bayesian bivariate generalized Lindley model for survival data with a cure fraction","2014","Computer Methods and Programs in Biomedicine","13","10.1016/j.cmpb.2014.07.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908030416&doi=10.1016%2Fj.cmpb.2014.07.011&partnerID=40&md5=2e70e6cff0fe79d66841421d184aa953","The cure fraction models have been widely used to analyze survival data in which a proportion of the individuals is not susceptible to the event of interest. In this article, we introduce a bivariate model for survival data with a cure fraction based on the three-parameter generalized Lindley distribution. The joint distribution of the survival times is obtained by using copula functions. We consider three types of copula function models, the Farlie-Gumbel-Morgenstern (FGM), Clayton and Gumbel-Barnett copulas. The model is implemented under a Bayesian framework, where the parameter estimation is based on Markov Chain Monte Carlo (MCMC) techniques. To illustrate the utility of the model, we consider an application to a real data set related to an invasive cervical cancer study. © 2014 Elsevier Ireland Ltd.","25123102","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus"
"Luo, G.","Luo, Gang (7401536289)","7401536289","A roadmap for designing a personalized search tool for individual healthcare providers","2014","Journal of Medical Systems","8","10.1007/s10916-014-0006-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891896103&doi=10.1007%2Fs10916-014-0006-4&partnerID=40&md5=22732c78a1058043a920cc7108d4e7be","Each year, a large percentage of people change their physicians and other individual healthcare providers (IHPs). Many of these people have difficulty identifying a replacement they like. To help people find satisfactory IHPs who are likely to be good at managing their health issues and serve their needs well, in a previous paper we proposed a high-level framework for building a personalized search tool for IHPs. There are many issues regarding designing a personalized search tool for IHPs, of which only a small portion are mentioned in our previous paper. This paper surveys various such issues that are not covered in our previous paper. We include some preliminary thoughts on how to address these issues with the hope to stimulate future research work on the new topic of personalized search for IHPs. © 2014 Springer Science+Business Media New York.","24424432","Article","Final","","Scopus"
